"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27365374",0.743212116770747,5.45008870470363,13.4183154418775,1.3315375624458e-10,9.07038835272908e-09,14.4922813500877
"27368057",1.22353142162245,4.36340116405601,13.2691750747533,1.59065209659945e-10,1.03913911556538e-08,14.4072556400364
"27369719",-1.10230931804439,4.72426516140449,-13.2839879121623,1.56269143469398e-10,1.03788756120925e-08,14.3913679254912
"27370962",-2.08389690882594,7.55199871043779,-13.3711441011266,1.40831625138653e-10,9.43216850718544e-09,14.3820842512806
"27369821",0.632970208771101,7.8796249748435,13.3813876006325,1.39125612545533e-10,9.39687399989745e-09,14.3622711946517
"27371928",-0.888590062274333,9.89469740818361,-13.1979387267804,1.73266534060585e-10,1.08286883232718e-08,14.2954792927056
"27364225",-0.954013884535652,10.722275587507,-13.1368074174229,1.86517051955251e-10,1.13476404891859e-08,14.2629275370341
"27369216",-2.95037270453584,1.56815268743946,-13.2216497321822,1.6839701776404e-10,1.07579945057324e-08,14.2527090397721
"27371233",-1.15618134623889,5.14777844529842,-13.1948524266029,1.73911180097715e-10,1.08286883232718e-08,14.2431111466314
"27366512",1.1599536796798,5.65491439856543,13.220023322161,1.68726388107472e-10,1.07579945057324e-08,14.2354490207563
"27370910",0.700952025158089,6.38431934533174,13.2694508008183,1.59012685626742e-10,1.03913911556538e-08,14.2024196990777
"27368591",0.63764428088358,7.0503654460808,13.2280287730352,1.6711169048545e-10,1.07579945057324e-08,14.1324569172098
"27368040",0.784789494140727,7.18701267530803,13.2019132076176,1.72440072221054e-10,1.08286883232718e-08,14.1032732962551
"27370491",-0.456217865975442,6.25402027941639,-13.1684314340063,1.79534194107959e-10,1.10921513724065e-08,14.0902503226781
"27367274",1.14212783291391,3.6771231547333,12.9710442102507,2.28099064150632e-10,1.33672760388275e-08,14.0837744364161
"27365595",1.34427527060004,9.25124463903633,13.0214138108684,2.14519721444292e-10,1.28550539842933e-08,14.0393163990595
"27369687",1.22092589255752,3.73150291075853,12.9259178537229,2.41033527953283e-10,1.40221694729027e-08,14.0313722910496
"27368096",0.639580419020118,6.66745675573384,13.1388678041516,1.86053511131282e-10,1.13476404891859e-08,14.030333479601
"27368105",0.579384474039669,7.67111736066938,13.0373531822735,2.10401868934262e-10,1.27038098136823e-08,13.9276480018174
"27366387",-0.504855289781834,5.96570305156159,-12.9940190982851,2.21796312609597e-10,1.31919150111827e-08,13.8912162265514
"27367853",-0.7213236510212,5.39140252283854,-12.8875428138551,2.52639838668232e-10,1.45908660448247e-08,13.8296802488917
"27371378",-0.894854930177286,5.21118213270231,-12.758690867332,2.96106431461224e-10,1.68569161338997e-08,13.6802925623977
"27369565",-2.01779058724847,1.37166713165442,-12.9870937375065,2.23676641199582e-10,1.32052061508198e-08,13.6234880451654
"27365198",-0.618897625865053,7.40961059405507,-12.7853347469438,2.8651319326242e-10,1.64281305777085e-08,13.5918444864144
"27370835",-2.1608353851315,3.08640612320207,-12.514638121023,4.01429639125056e-10,2.16175285393696e-08,13.5275312217095
"27369980",-1.40896832186796,4.77849577944099,-12.5599420112362,3.79243759655958e-10,2.05954572428542e-08,13.4937293324325
"27364868",-1.14601091993434,8.19489400143278,-12.6206187304547,3.51529912963024e-10,1.98701660022362e-08,13.4530422624013
"27370966",-1.398515345961,5.53834054863827,-12.5720545208168,3.73533266484793e-10,2.05954572428542e-08,13.4292267295459
"27371050",0.861718874817728,7.96356150379567,12.5677480011901,3.75553162971068e-10,2.05954572428542e-08,13.3605475264186
"27370953",0.675165759219636,7.78717666538743,12.5853739994865,3.67357995971688e-10,2.04744281670934e-08,13.3560686357065
"27369701",-0.931570629352318,3.54558064117835,-12.3806558530819,4.75397986061199e-10,2.44446577348888e-08,13.3559093647217
"27365113",-0.884342292126567,6.6902124929907,-12.5981018462882,3.61557279642051e-10,2.02930388644165e-08,13.3519726044588
"27368094",0.667427637810333,5.94739510374659,12.5586337311074,3.79866024429055e-10,2.05954572428542e-08,13.3409548011503
"27371572",-1.43148688738942,5.17853939935684,-12.4370928680261,4.42630165457072e-10,2.33626650244561e-08,13.2942257575462
"27364620",-0.660686794369653,5.42811641837248,-12.4264564708604,4.48619121880786e-10,2.3522989482828e-08,13.2319087198777
"27370802",0.920643777098773,6.04923113046603,12.4680879602982,4.25652628566938e-10,2.2768130534755e-08,13.2216661814898
"27365432",0.659262356262403,6.90341065876589,12.4525833220699,4.34058005934778e-10,2.30629487153345e-08,13.1472434241542
"27364324",-0.666965065167068,5.92711180979339,-12.3679115788374,4.83144536684766e-10,2.45265092826598e-08,13.1335062766264
"27368655",0.769288558566754,6.02049269069152,12.3839431112154,4.7342110408897e-10,2.44446577348888e-08,13.120336465453
"27364540",-0.80396458455725,6.43629461037313,-12.3975492074777,4.65330178287391e-10,2.42397485029445e-08,13.117208084
"27365418",0.742021756871643,5.82485312522931,12.375143332551,4.78732596426788e-10,2.44583255994968e-08,13.1164854809919
"27370134",-1.74086065781495,2.10469041951498,-12.2370680932824,5.70804037138621e-10,2.79098661103976e-08,13.0991414915567
"27371336",-0.80241459137348,5.66924256504316,-12.3419276854085,4.99352808546774e-10,2.50304521013697e-08,13.0940835294605
"27366699",1.1128021541098,10.3754174635453,12.2190534392888,5.8412426651928e-10,2.82149721464161e-08,13.07869046372
"27368664",-1.5735130017811,5.13368289501685,-12.2320301989226,5.74496634106748e-10,2.79191352062852e-08,13.0419722595689
"27365376",0.883862188745035,6.78226661872735,12.3458620737964,4.9686233043838e-10,2.50304521013697e-08,13.0140452190938
"27365514",0.496212014153514,7.27077237472477,12.3326580217696,5.05272564325931e-10,2.51688896104854e-08,12.9891830604777
"27370213",0.571064908121876,6.85719368693047,12.2921262297656,5.32036874435968e-10,2.63374775730103e-08,12.9487690549786
"27366367",-1.30579153231332,4.91554826511803,-12.1437544448894,6.43441255464004e-10,3.08929325665549e-08,12.9354436408025
"27368599",-1.28430462330851,6.15924525253532,-12.2375342845747,5.70463599179102e-10,2.79098661103976e-08,12.9212537521826
"27367803",1.48597006399779,3.08127331307602,12.0180780869708,7.56974132336905e-10,3.50760688065415e-08,12.894027815787
"27370814",-0.828840755515854,4.64027514146459,-12.0550850206683,7.21504770071652e-10,3.38258412792416e-08,12.8347070092831
"27366162",-0.796765679238275,4.97856141074801,-12.0565271418932,7.2015844308049e-10,3.38258412792416e-08,12.7882970610506
"27370317",-0.730252939626513,5.05623345276661,-12.0353147065968,7.40230939857023e-10,3.45008221676051e-08,12.7488559589972
"27370850",0.39039002769749,7.10204539374501,12.1245407681725,6.5956893613254e-10,3.14776312633314e-08,12.7114141788618
"27365341",1.02378166507481,4.78384120419519,11.9500641755508,8.27026391513448e-10,3.74511382975124e-08,12.6852781182667
"27366974",-0.381823589983742,7.25546813555805,-12.0560734719173,7.20581692682372e-10,3.38258412792416e-08,12.6235260772568
"27371331",1.58191025903931,1.56962311714201,11.9905406258918,7.84554322900226e-10,3.5730845448656e-08,12.6004660763363
"27371675",-0.879925018587468,4.79922246414578,-11.8762000607895,9.10880766760875e-10,4.01992420680163e-08,12.5784111657926
"27365482",0.464825888780268,6.34826851682661,11.9981766450259,7.76802201749814e-10,3.55811123445173e-08,12.5651361283583
"27370439",-0.512600835370272,7.00853812789939,-12.0030802639527,7.71866510684484e-10,3.55593993650598e-08,12.5526311423862
"27371406",-1.04406691296105,5.64831014939142,-11.8927504583997,8.91344881419958e-10,3.96872553347322e-08,12.5034235411371
"27365560",-0.660326001832538,8.57147723126545,-11.8744845280625,9.12931344330107e-10,4.01992420680163e-08,12.4953592356534
"27369718",-0.771740256358371,7.20432735341727,-11.9376849887799,8.40493257285737e-10,3.78459393252391e-08,12.4776532095007
"27368082",0.468817604672574,6.61876239974836,11.9249048741873,8.54638316540439e-10,3.8266670690041e-08,12.4519877570168
"27369801",-1.07147805671713,8.64013383096635,-11.8196627964137,9.81081388146964e-10,4.24957536061484e-08,12.4315858669011
"27371606",-2.97947643653783,4.19052149451141,-11.6719869656187,1.19262554740043e-09,5.08300834908098e-08,12.395302563394
"27365734",-0.705649022453965,6.51596073355404,-11.869859215888,9.18484193150958e-10,4.02215330736986e-08,12.3921008287579
"27367540",-0.410476618955207,6.67290441473434,-11.8564225793968,9.34817597876879e-10,4.07130942900477e-08,12.3624786791005
"27366128",1.09629776741408,10.3934637329324,11.6576853301346,1.21551767449252e-09,5.15301907750285e-08,12.3448749926054
"27368274",-1.25850331649475,3.63879154069372,-11.5296230345577,1.44230037595988e-09,5.86486428387766e-08,12.2595995141769
"27365456",0.404204568692753,7.14346609100217,11.7731287593753,1.04312258014653e-09,4.49388484527993e-08,12.2355677769683
"27368034",0.864931055837819,4.93269212766268,11.6197357392088,1.27852860277674e-09,5.36309103375297e-08,12.2209123373511
"27364664",0.784135403157696,6.30582952214208,11.6971018908004,1.15351444045188e-09,4.9427473604309e-08,12.1602969795498
"27365345",0.545845445163349,7.43785912463443,11.6338267959705,1.25474057605341e-09,5.29115470430987e-08,12.0557493565086
"27371571",-1.82923793766706,6.02118946753271,-11.5158457847889,1.46922035404085e-09,5.94400315822618e-08,12.0512574583328
